id,companyId,companyName,headquarters,ecosystemName,ecosystemSecondary,primaryTag,leadInvestors,investors,roundType,date,amount,year,yearQuarter
679,252,Fraction,Vancouver,British Columbia,,FinTech,Impression Ventures,"Global Founders Capital, Impression Ventures, Panache Ventures, Primetime Partners",Series ?,2021-02-10,289000000,2021,2021 Q1
680,44,Arolytics,Calgary,Alberta,Calgary,Analytics,,"M-Tech Innovations, Metiquity Ventures, Volta Labs",Seed,2021-02-10,710000,2021,2021 Q1
681,397,Mogile Technologies,Montreal,Quebec,Montreal,CleanTech,Natural Resources Canada,Natural Resources Canada,Grant,2021-02-10,23689,2021,2021 Q1
682,144,Coinsquare,Toronto,Toronto,,FinTech,Mogo,Mogo,Series ?,2021-02-11,56400000,2021,2021 Q1
683,293,Hydrostor,Toronto,Toronto,,GreenTech,,,Series ?,2021-02-11,1600000,2021,2021 Q1
684,25,Alkemi,Toronto,Toronto,,Cryptocurrency,,D64 Ventures,Series ?,2021-02-11,1902900,2021,2021 Q1
685,352,Li-Cycle,Toronto,Toronto,,CleanTech,,,Series ?,2021-02-11,4000000,2021,2021 Q1
686,424,Novamera,Toronto,Toronto,,BioTech,,,Series ?,2021-02-11,3000000,2021,2021 Q1
687,507,QD Solar,Toronto,Toronto,,NanoTech,,,Series ?,2021-02-11,5300000,2021,2021 Q1
688,605,Sulvaris,Calgary,Alberta,Calgary,AgTech,,,Series ?,2021-02-11,1300000,2021,2021 Q1
689,197,Edgehog,Montreal,Quebec,Montreal,NanoTech,,,Series ?,2021-02-11,2500000,2021,2021 Q1
690,113,Car Scanner,Toronto,Toronto,,AI,,High Park Angels,Pre-Seed,2021-02-12,152532,2021,2021 Q1
691,321,Kent Imaging,Calgary,Alberta,Calgary,HealthTech,TVM Capital Life Science,TVM Capital Life Science,Series ?,2021-02-12,18999000,2021,2021 Q1
692,97,Briza,Toronto,Toronto,,InsurTech,Investment Group of Santa Barbara,"500 Startups, Investment Group of Santa Barbara",Series A,2021-02-14,10200000,2021,2021 Q1
693,694,VoltSafe,Vancouver,British Columbia,,AutoTech,,,Seed,2021-02-15,1250000,2021,2021 Q1
694,228,Felix Health,Toronto,Toronto,,HealthTech,Whitecap Venture Partners,"BrandProject, H Venture Partners, Mantella Venture Partners, Whitecap Venture Partners",Series A,2021-02-16,10000000,2021,2021 Q1
695,402,Motion Gestures,Kitchener,Waterloo Region,,AI,Allen Miner,"Allen Miner, China Canada Angel Alliance, Golden Triangle Angel Network, Keiretsu Forum, Propel(X), Udtara Ventures",Seed,2021-02-16,2500000,2021,2021 Q1
696,191,Eavor,Calgary,Alberta,Calgary,CleanTech,,"BDC Capital, BP Ventures, Chevron Technology Ventures, Eversource Energy, Temasek Holdings, Vickers Venture Partners",Series ?,2021-02-16,50700000,2021,2021 Q1
697,523,Ribbit,Toronto,Toronto,,Aerospace,2048 Ventures,"2048 Ventures, Rainfall Ventures, Velocity",Pre-Seed,2021-02-20,0,2021,2021 Q1
698,28,AmacaThera,Toronto,Toronto,,BioTech,Lumira Ventures,"BDC Capital, CR Capital Management, Inveready, Lumira Ventures, MaRS Investment Accelerator Fund, MBX Capital, Sprout BioVentures, StandUp Ventures, Viva BioInnovator",Series A,2021-02-22,10300000,2021,2021 Q1
699,88,Borrowell,Toronto,Toronto,,FinTech,,"BDC Capital, Equitable Bank, iA Financial Group, Impact Engine, Kensington Capital Partners Limited, National Bank of Canada, Portage Ventures, White Star Capital",Series C,2021-02-22,25000000,2021,2021 Q1
700,612,SWTCH,Toronto,Toronto,,CleanTech,Active Impact Investments,"Active Impact Investments, GIGA Investments Corp",Seed,2021-02-22,2400000,2021,2021 Q1
701,574,Snack App,Vancouver,British Columbia,,Consumer,"Coelius Capital, Kindred Ventures","Coelius Capital, Garage Capital, Golden Ventures, Kindred Ventures, N49P, Panache Ventures, Side Door Ventures",Pre-Seed,2021-02-22,4400000,2021,2021 Q1
702,122,ChargeLab,Toronto,Toronto,,iOT,"Construct Capital, Root Ventures","Construct Capital, Expansion Venture Capital, Highline Beta, Maple VC, Notation Capital, Root Ventures, Urban Us",Seed,2021-02-23,5419290,2021,2021 Q1
703,473,Peak Power,Toronto,Toronto,,CleanTech,,"BDC Capital, Canadian Shield Capital, Export Development Canada, Sensata Technologies, The Atmospheric Fund (TAF)",Series A,2021-02-23,12000000,2021,2021 Q1
704,558,Shipvista.com,Toronto,Toronto,,eCommerce,Vinotronics And Co Corp,Vinotronics And Co Corp,Seed,2021-02-23,189000,2021,2021 Q1
705,141,CodeGem,Kitchener,Waterloo Region,,SaaS,,"CapitalT, Garage Capital, Joshua Browder, Mike Baker",Pre-Seed,2021-02-23,737275,2021,2021 Q1
706,719,ZenHub,Vancouver,British Columbia,,SaaS,,"Adam Gross, BDC Capital, Emanuel Pleitez, Jiaona Zhang, Oji Udezue, Ripple Ventures",Seed,2021-02-23,5900000,2021,2021 Q1
707,504,PsiloTec,Calgary,Alberta,Calgary,BioTech,,,Seed,2021-02-23,49681,2021,2021 Q1
709,324,Keycafe,British Columbia,British Columbia,,PropertyTech,,,Series ?,2021-02-24,1294401,2021,2021 Q1
710,25,Alkemi,Toronto,Toronto,,Cryptocurrency,,D64 Ventures,Series ?,2021-02-25,3007200,2021,2021 Q1
711,649,TradeCafe,Toronto,Toronto,,Marketplace,Round13 Capital,Round13 Capital,Series ?,2021-02-25,10000000,2021,2021 Q1
712,291,HYAS,Victoria,British Columbia,,CyberSecurity,S3 Ventures,"205 Capital, Cyber Mentor Fund, Dcode, M12 - Microsoft's Venture Fund, S3 Ventures, Startup Capital Ventures, Tightline Holdings, Uncorrelated Ventures, Wesley Clover",Series B,2021-02-25,20000000,2021,2021 Q1
713,109,Canada Stablecorp,Toronto,Toronto,,Blockchain,,,Seed,2021-02-26,2000000,2021,2021 Q1
714,426,Novarc Technologies,British Columbia,British Columbia,,Robotics,,,Series ?,2021-02-26,2600000,2021,2021 Q1
715,379,MedaKi,Toronto,Toronto,,HealthTech,,Ryerson University,Pre-Seed,2021-03-01,20000,2021,2021 Q1
716,333,knnct,Toronto,Toronto,,FinTech,,CFV Ventures,Pre-Seed,2021-03-01,50644,2021,2021 Q1
717,678,Verdi,Vancouver,British Columbia,,AI,,,Pre-Seed,2021-04-01,980000,2021,2021 Q1
718,229,Field Safe Solutions,Calgary,Alberta,Calgary,SaaS,,,Series ?,2021-03-01,180626,2021,2021 Q1
719,273,Hardbacon,Montreal,Quebec,Montreal,FinTech,,,Equity Crowdfunding,2021-03-01,1476779,2021,2021 Q1
720,641,Timechain,Montreal,Quebec,Montreal,FinTech,,CFV Ventures,Pre-Seed,2021-03-01,50644,2021,2021 Q1
721,48,ARTMS,Burnaby,British Columbia,,BioTech,Innovate BC,Innovate BC,Grant,2021-03-02,378780,2021,2021 Q1
722,184,Dooly,Vancouver,British Columbia,,AI,Addition,"Addition, Allison Pickens, Battery Ventures, Boldstart Ventures, BoxGroup, Brandon Deer, Daniel Dines, Harry Stebbings, Jay Simons, MANTIS Venture Capital, SV Angel, Zander Lurie",Series A,2021-03-03,21472700,2021,2021 Q1
724,407,MySafe Society,British Columbia,British Columbia,,Pharmaceutical,Health Canada,Health Canada,Grant,2021-03-03,4420850,2021,2021 Q1
725,490,PocketPills,Surrey,British Columbia,,HealthTech,TELUS Ventures,"TELUS Ventures, WaterBridge Ventures",Series B,2021-03-03,37893000,2021,2021 Q1
726,157,CorVista Health,Toronto,Toronto,,HealthTech,,"Ambix Life Science Fund I, MedVenture Partners",Series C,2021-03-04,82329000,2021,2021 Q1
727,575,Snapcommerce,Toronto,Toronto,,eCommerce,"Inovia Capital, Lion Capital","Acrew Capital, Bee Partners, Full In Partners, Inovia Capital, Lion Capital, Telstra Ventures, Thayer Ventures",Series B,2021-03-04,107000000,2021,2021 Q1
728,50,Athennian,Calgary,Alberta,Calgary,LegalTech,Arthur Ventures,"Arthur Ventures, ATB Financial, BCF Ventures, InterGen Capital, Jack Newton, Round13 Capital, Sergio A. Escobar, Touchdown Ventures",Series A,2021-03-04,7000000,2021,2021 Q1
729,99,Budge Studios,Montreal,Quebec,Montreal,Games,BDC Capital,BDC Capital,Series ?,2021-03-04,0,2021,2021 Q1
730,143,CoinSmart,Toronto,Toronto,,Cryptocurrency,,,Seed,2021-03-05,4500000,2021,2021 Q1
731,560,SideDrawer,Toronto,Toronto,,SaaS,,The David Slabodkin Family Trust,Series ?,2021-03-05,0,2021,2021 Q1
732,78,BitcoinBlack,Toronto,Toronto,,FinTech,FD7 Ventures,FD7 Ventures,Series ?,2021-03-07,0,2021,2021 Q1
733,654,Trufan,Toronto,Toronto,,MarTech,Moneta Ventures,"Athlete Tech Group, Curtis Christophersen, Derrick Favors, GP Ventures, Jason Robins, Kyle Kuzma, Michele Romanow, Moneta Ventures, Protocol Ventures, Round13 Capital, Thaddeus Young",Seed,2021-03-09,2906050,2021,2021 Q1
734,710,Wrapbook,Toronto & New York,Toronto,,HRTech,Andreessen Horowitz,"Andreessen Horowitz, Equal Ventures, Uncork Capital",Series A,2021-03-09,34198200,2021,2021 Q1
735,171,Damon,Vancouver,British Columbia,,AutoTech,"Benevolent Capital, Sol Global investments","Benevolent Capital, SmartHub, Sol Global investments",Series A,2021-03-10,37911000,2021,2021 Q1
736,250,Forma AI,Toronto,Toronto,,AI,Crosslink Capital,"Crosslink Capital, Golden Ventures, Panache Ventures, Uncork Capital, Xfund",Series A,2021-03-11,12500000,2021,2021 Q1
737,338,KOHO Financial,Toronto,Toronto,,FinTech,TTV Capital,"Drive Capital, Portage Ventures, TTV Capital",Series C,2021-03-15,50000000,2021,2021 Q1
738,177,DeFi Ventures,British Columbia,British Columbia,,FinTech,,,Seed,2021-03-11,2000000,2021,2021 Q1
739,262,GenXys Health Care Systems,Vancouver,British Columbia,,BioTech,,,Seed,2021-03-11,3008309,2021,2021 Q1
740,281,Heyday AI,Montreal,Quebec,Montreal,AI,,"Desjardins Venture Capital, Innovobot",Seed,2021-03-11,6500000,2021,2021 Q1
741,183,Doggo Health,Toronto,Toronto,,PetTech,,,Pre-Seed,2021-03-12,0,2021,2021 Q1
742,130,Citylitics,Toronto,Toronto,,AI,,,Pre-Seed,2021-03-12,1074377,2021,2021 Q1
743,188,Firefly Exchange,Toronto,Toronto,,Blockchain,"Defiance Capital, Three Arrows Capital","Alameda Research, Altonomy, Bixin Ventures, CMS Holdings, Defiance Capital, Fenbushi Capital, Huobi, Hypersphere Ventures, IOSG Ventures, Kronos Research, LedgerPrime, Mechanism Capital, ParaFi Capital, Pnyx Ventures, Polychain, Three Arrows Capital, Wintermute Trading",Seed,2021-03-13,7970534,2021,2021 Q1
744,688,Vital Biosciences,Toronto,Toronto,,BioTech,,Rhythm VC,Seed,2021-03-15,0,2021,2021 Q1
745,285,Holmetrics,Calgary,Alberta,Calgary,Data Analytics,,,Pre-Seed,2021-03-15,173452,2021,2021 Q1
746,142,CoinChange,Toronto,Toronto,,Cryptocurrency,,Good News Ventures,Seed,2021-03-16,0,2021,2021 Q1
747,95,Brim Financial,Toronto,Toronto,,FinTech,"Desjardins Group, EPIC Ventures","Desjardins Group, EPIC Ventures, goeasy, Impression Ventures, White Owl Capital Partners",Series B,2021-03-16,31137500,2021,2021 Q1
748,431,NuPort Robotics,Toronto,Toronto,,Robotics,Government of Ontario,Government of Ontario,Grant,2021-03-16,1245500,2021,2021 Q1
749,360,Livescale,Montreal,Quebec,Montreal,SaaS,"Granicus Group, Luge Capital","FounderFuel, FrenchFounders, Granicus Group, Inovia Capital, Luge Capital, Panache Ventures, Real Ventures",Seed,2021-03-16,2500000,2021,2021 Q1
750,393,Mintgreen,Burnaby,British Columbia,,Cryptocurrency,CoinShares,"Alex Blikstad, CoinShares, Cristofoli Contracting, Frank Hinek, Hard Money Collective, Kevin Shaw, Matjažek Horne, Meltem Demirors, Michael Deeg, Michael Kordyback, Nelson Investments, Oscar Plag, Peter Poka, Rus Newton, Vipul Goyal",Seed,2021-03-17,0,2021,2021 Q1
751,687,Visualping,Vancouver,British Columbia,,SaaS,Mistral Venture Partners,"Mistral Venture Partners, N49P",Seed,2021-03-17,2493000,2021,2021 Q1
752,345,Launchtrip,Vancouver,British Columbia,,TravelTech,Axis Capital Ventures Corp.,Axis Capital Ventures Corp.,Seed,2021-03-18,4700000,2021,2021 Q1
753,609,Svante,British Columbia,British Columbia,,CleanTech,"Carbon Direct, Chart Industries, Export Development Canada, Suncor Energy, Temasek Holdings","BDC Capital, Carbon Direct, Chart Industries, Chevron Technology Ventures, Chrysalix Venture Capital, Export Development Canada, OGCI Climate Investments, Suncor Energy, Temasek Holdings, The Roda Group",Series D,2021-03-18,124580000,2021,2021 Q1
754,46,Arteria AI,Toronto,Toronto,,AI,"Illuminate Financial, Information Venture Partners","Golden Ventures, Illuminate Financial, Information Venture Partners, StandUp Ventures",Series A,2021-03-22,13700000,2021,2021 Q1
755,56,Aviron Interactive,Toronto,Toronto,,HealthTech,Y Combinator,"Alarko Ventures, Esas Ventures, Y Combinator",Seed,2021-03-22,0,2021,2021 Q1
756,363,LoginID,Toronto,Toronto,,Cybersecurity,,,Seed,2021-03-22,6000000,2021,2021 Q1
758,544,SBX Robotics,Toronto,Toronto,,Robotics,Y Combinator,Y Combinator,Seed,2021-03-22,0,2021,2021 Q1
759,220,Exact Imaging,Toronto,Toronto,,BioTech,"BDC Capital, Export Development Canada","BDC Capital, Export Development Canada",Series ?,2021-03-23,5100000,2021,2021 Q1
760,180,Disco,Toronto,Toronto,,EdTech,"Golden Ventures, GSV Ventures, Quiet Capital","Arati Sharma, Brandon Chu, Farhan Thawar, Garage Capital, Global Founders Capital, Golden Ventures, Graph Ventures, GSV Ventures, Inovia Capital, Ivan Yuen, Mantella Venture Partners, Matt Wyndowe, Michael Kives, Michele Romanow, N49P, Quiet Capital, Rob Goldman, Satish Kanwar, StandUp Ventures, Tarun Sachdeva",Seed,2021-03-24,6000000,2021,2021 Q1
761,463,OzoneBio,Toronto,Toronto,,BioTech,SOSV,"IndieBio, SOSV",Seed,2021-03-24,0,2021,2021 Q1
762,161,Covalent,British Columbia,British Columbia,,Blochchain,Hashed,"Ankr, AVALANCHE, Binance, Chorus One, Coinbase Ventures, Delphi Ventures, Elrond, Figment, Hashed, Hypersphere Ventures, Moonbeam Network, NEAR, StakeWith.Us",Series ?,2021-03-24,2512400,2021,2021 Q1
763,288,Hopper,Montreal,Quebec,Montreal,TravelTech,Capital One,"Capital One, Citi Ventures, GS Growth, Inovia Capital, WestCap",Series F,2021-03-24,213000000,2021,2021 Q1
764,470,Pathway Medical,Montreal,Quebec,Montreal,HealthTech,,,Seed,2021-03-25,0,2021,2021 Q1
765,460,OverActive Media Group,Toronto,Toronto,,eSports,,,Series ?,2021-03-26,821378,2021,2021 Q1
766,661,Tyltgo,Kitchener,Waterloo Region,,LogisticsTech,TI Platform Management,"Charlie Songhurst, TI Platform Management, Y Combinator",Seed,2021-03-29,2300000,2021,2021 Q1
767,358,LiveBarn,Montreal,Quebec,Montreal,SportsTech,,,Series C,2021-03-29,14000000,2021,2021 Q1
768,509,QuoteMachine,Montreal,Quebec,Montreal,RetailTech,Telegraph Hill Capital,"Maple Leaf Angels, Real Ventures, Telegraph Hill Capital",Seed,2021-03-29,1000000,2021,2021 Q1
769,172,Dapper Labs,Vancouver,British Columbia,,Blockchain,Coatue,"AG Ventures, Alex Caruso, Andre Drummond, Andre Iguodala, Andreessen Horowitz, Ashton Kutcher, Bolt Ventures, Coatue, Dee Ford, Devin McCourty, DK Metcalf, Domantas Sabonis, Dreamers VC, Jason McCourty, JaVale McGee, Jordan Armand Matthews, Josh Hart, Ken Crawley, Kevin Durant, Khris Middleton, Klay Thompson, Kyle Lowry, Malcolm Jenkins, Michael Carter-Williams, Michael Jordan, Nikola Vucevic, Nolan Arenado, Richard Seymour, Rodney McLeod, Roosh Ventures, Shawn Mendes, Shay Mitchell, Sound Ventures, Spencer Dinwiddie, Stefon Diggs, Thaddeus Young, The Chernin Group, Thomas Antonio Davis, Timothy Lamar Beckham, Trent Williams, Tyrod Taylor, U.S. Venture Partners, Udonis Haslem, Venrock, Version One Ventures, Vivek Ranadive, Will Smith",Series C,2021-03-30,385245500,2021,2021 Q1
770,147,CommerceBear,Toronto,Toronto,,eCommerce,,,Seed,2021-03-31,0,2021,2021 Q1
771,377,MazumaGo,Victoria,British Columbia,,FinTech,"E-Fund, Ryan Holmes","E-Fund, Ryan Holmes",Seed,2021-03-31,825000,2021,2021 Q1
772,26,Allegory Insurance,Toronto,Toronto,,FinTech,,,Pre-Seed,2021-04-01,0,2021,2021 Q2
773,67,BDATA Solutions,Toronto,Toronto,,CyberSecurity,,,Seed,2021-04-01,2000000,2021,2021 Q2
774,325,KeyDB,Toronto,Toronto,,DevTech,Y Combinator,"TSVC, Y Combinator",Seed,2021-04-01,1330000,2021,2021 Q2
775,381,MedMe Health,Toronto,Toronto,,HealthTech,MaRS Investment Accelerator Fund,Y Combinator,Seed,2021-04-01,750000,2021,2021 Q2
776,418,Niricson,Victoria,British Columbia,,Analytics,,,Pre-Seed,2021-04-01,184200,2021,2021 Q2
777,608,Supportbench Services,Vancouver,British Columbia,,SaaS,,Badhouse Ventures,Seed,2021-04-01,0,2021,2021 Q2
778,621,4AG Robotics,Salmon Arm,British Columbia,,Robotics,,Red Thread Ventures,Seed,2021-04-01,1660000,2021,2021 Q2
779,700,WhaleRoom,Montreal,Quebec,Montreal,Blockchain,,,Pre-Seed,2021-04-01,900000,2021,2021 Q2
780,374,Mash,Toronto,Toronto,,Platform,Castle Island Ventures,Castle Island Ventures,Pre-Seed,2021-04-03,0,2021,2021 Q2
781,531,Roll,Toronto,Toronto,,TransportationTech,Techstars Toronto Accelerator,"Techstars, Techstars Toronto Accelerator",Pre-Seed,2021-04-05,147360,2021,2021 Q2
782,722,Zerv,Toronto,Toronto,,Marketplace,,Techstars Toronto Accelerator,Pre-Seed,2021-04-05,147360,2021,2021 Q2
783,389,Mijem,Toronto,Toronto,,Marketplace,Calvin Ayre,"Calvin Ayre, Coingeek",Series ?,2021-04-06,0,2021,2021 Q2
784,613,Swyft,Toronto,Toronto,,eCommerce,"Forerunner Ventures, Inovia Capital","Forerunner Ventures, Golden Ventures, Inovia Capital, Shopify, Trucks Venture Capital",Series A,2021-04-07,22000000,2021,2021 Q2
785,336,Lydia AI,Toronto,Toronto,,InsurTech,,"500 Startups, SparkLabs Taipei",Series ?,2021-04-08,0,2021,2021 Q2
786,650,Treasure Card,Toronto,Toronto,,FinTech,,Yavar Mirza,Equity Crowdfunding,2021-04-08,128550,2021,2021 Q2
787,676,Ventus Therapeutics,Montreal,Quebec,Montreal,HealthTech,,,Series B,2021-04-08,100000000,2021,2021 Q2
788,590,SQI Diagnostics,Toronto,Toronto,,BioTech,Natural Sciences and Engineering Research Council of Canada (NSERC),NSERC,Grant,2021-04-13,0,2021,2021 Q2
789,176,Deeplite,Montreal,Quebec,Montreal,AI,PJC,"Ajay Shah, BDC Capital, Desjardins Venture Capital, Differential Ventures, Innospark Ventures, PJC, Somel Investments",Seed,2021-04-13,4912000,2021,2021 Q2
790,591,SquareFeet.ai,Montreal,Quebec,Montreal,SaaS,,Front Row Ventures,Pre-Seed,2021-04-13,25000,2021,2021 Q2
791,227,Feedback Solutions,Toronto,Toronto,,PropertyTech,Launch NY,Launch NY,Seed,2021-04-14,335000,2021,2021 Q2
792,237,Flahmingo,Calgary,Alberta,Calgary,FinTech,,,Pre-Seed,2021-04-14,0,2021,2021 Q2
793,214,ePIC Blockchain Inc.,Toronto,Toronto,,Blockchain,,,Series A,2021-04-15,7500000,2021,2021 Q2
794,449,Open Screenplay,Toronto,Toronto,,Platform,,,Seed,2021-04-15,0,2021,2021 Q2
795,685,Virtual Gurus,Calgary,Alberta,Calgary,Marketplace,Western Economic Diversification Canada,"Raven Indigenous Capital Partners, The 51 Ventures, Western Economic Diversification Canada",Seed,2021-04-15,2087600,2021,2021 Q2
796,302,infinityQ Technology,Montreal,Quebec,Montreal,Quantum,National Bank of Canada,"Hevella Capital, Investissement Quebec, National Bank of Canada",Seed,2021-04-15,0,2021,2021 Q2
797,405,My Intelligent Machines,Montreal,Quebec,Montreal,AI,"MEDTEQ+, StandUp Ventures","Anges Quebec, AQC Capital, Desjardins Venture Capital, MEDTEQ+, Real Ventures, StandUp Ventures",Seed,2021-04-15,5000000,2021,2021 Q2
798,100,Buf,Toronto,Toronto,,DevTech,Addition,"Addition,Lightspeed Venture Partners, Garage Capital, Haystack Ventures, Lux Capital",Series A,2021-04-16,20697279,2021,2021 Q2
799,624,The GIST,Toronto,Toronto,,Media,JDS Sports,"3GP Capital, August Capital, Bettor Capital, Even Odds Investments, JDS Sports",Seed,2021-04-16,1228000,2021,2021 Q2
800,378,MDA,Toronto,Toronto,,HealthTech,,,Series ?,2021-04-19,4503004,2021,2021 Q2
801,132,Clearco,Toronto,Toronto,,FinTech,Oak HC/FT,"Christian Martinez, Emergence, Envestors, Founders Circle Capital, Highland Capital Partners, Inovia Capital, Kevin Breay, Oak HC/FT",Series C,2021-04-20,125000000,2021,2021 Q2
802,481,ResearchAI,Toronto,Toronto,,AI,,,Pre-Seed,2021-04-20,0,2021,2021 Q2
803,679,Verge Ag,Calgary,Alberta,Calgary,agTech,,SP Ventures,Series ?,2021-04-20,0,2021,2021 Q2
804,485,Plooto,Toronto,Toronto,,FinTech,FINTOP Capital,"FINTOP Capital, Inovia Capital, Luge Capital",Series A,2021-04-21,8000000,2021,2021 Q2
805,412,NERv Technology,Kitchener,Waterloo Region,,HealthTech,,,Seed,2021-04-21,3320000,2021,2021 Q2
806,380,MedChart,Toronto,Toronto,,HealthTech,"Crosslink Capital, Golden Ventures","Crosslink Capital, Golden Ventures, iGan Partners, Nasir Jones, Stanford Law School, Union Ventures, Vast Ventures",Series A,2021-04-22,20876000,2021,2021 Q2
807,547,Segra International,British Columbia,British Columbia,,BioTech,,,Series ?,2021-04-22,6000000,2021,2021 Q2
808,594,Stacksi,Calgary,Alberta,Calgary,SaaS,Y Combinator,Y Combinator,Seed,2021-04-22,0,2021,2021 Q2
809,674,Vena Solutions,Toronto,Toronto,,SaaS,Vista Equity Partners,Vista Equity Partners,Series C,2021-04-27,300000000,2021,2021 Q2
810,135,Clio,Vancouver,British Columbia,,SaaS,"OMERS Growth Equity, T. Rowe Price","OMERS Growth Equity, T. Rowe Price",Series E,2021-04-27,136400000,2021,2021 Q2
811,59,Axya,Montreal,Quebec,Montreal,Marketplace,"Desjardins Venture Capital, Ecofuel Fund","Desjardins Venture Capital, Ecofuel Fund, Real Ventures",Seed,2021-04-28,1500000,2021,2021 Q2
812,366,Lumeto,Toronto,Toronto,,SaaS,,,Seed,2021-04-28,3000000,2021,2021 Q2
813,27,Alpha9 Theranostics,Vancouver,British Columbia,,BioTech,Longitude Capital,"BVF Partners, Longitude Capital",Series A,2021-04-28,11000000,2021,2021 Q2
814,328,Kinetyx Sciences,Calgary,Alberta,Calgary,FitnessTech,NEXT VENTURES,"NEXT VENTURES, Paddock Capital, Thuja Capital",Seed,2021-04-28,3806800,2021,2021 Q2
815,326,Kidoodle.TV,Calgary,Alberta,Calgary,Platform,,,Series ?,2021-04-28,7429400,2021,2021 Q2
816,138,Clutch,Toronto,Toronto,,Marketplace,Canaan Partners,Canaan Partners,Series A,2021-05-29,20000000,2021,2021 Q2
817,559,Shopistry,Toronto,Toronto,,eCommerce,Raiven Capital,Raiven Capital,Seed,2021-04-29,0,2021,2021 Q2
818,312,IOT Pay,Vancouver,British Columbia,,FinTech,,,Series A,2021-04-29,4912000,2021,2021 Q2
819,278,Heirlume,Toronto,Toronto,,AI,,"Backbone Angels, Bertrand Cesvet, Daniel Debow, Fastbreak Ventures, MaRS Investment Accelerator Fund",Seed,2021-04-30,1700000,2021,2021 Q2
820,554,Sherpa,Toronto,Toronto,,SaaS,"Narrative Fund, True Ventures","Globalive Capital, Golden Ventures, N49P, Narrative Fund, Plug and Play Tech Center, Relay Ventures, Stuart MacDonald, True Ventures, TSVC",Series ?,2021-04-30,10438000,2021,2021 Q2
821,25,Alkemi,Toronto,Toronto,,Cryptocurrency,,Genesis Block Ventures (GBV),Seed,2021-05-01,0,2021,2021 Q2
822,43,Armilla AI,Toronto,Toronto,,Platform,,"Spearhead Fund, Two Small Fish Ventures, C2 Ventures, Oleg Rogynskyy, Yoshua Bengio",Pre-Seed,2021-05-01,1500000,2021,2021 Q2
823,260,Geescore,Toronto,Toronto,,SaaS,,,Seed,2021-05-01,0,2021,2021 Q2
824,541,Satellite Farms,Toronto,Toronto,,agTech,,Agriculture and Agri-Food Canada,Grant,2021-05-01,100000,2021,2021 Q2
825,361,LivNao Technologies,Vancouver,British Columbia,,AI,Heal Capital,"Heal Capital, What If Ventures",Seed,2021-05-01,0,2021,2021 Q2
826,518,Renaissance,Vancouver,British Columbia,,Platform,,"Panache Ventures, MGV Capital, Blockchain Founders Fund, Red Thread Ventures",Pre-Seed,2021-05-01,1000000,2021,2021 Q2
827,618,TalentMarketplace,Vancouver,British Columbia,,AI,,Level One Fund,Pre-Seed,2021-05-01,0,2021,2021 Q2
828,406,MYR POS,Montreal,Quebec,Montreal,Platform,,,Seed,2021-05-01,1250000,2021,2021 Q2
829,517,Relay Platform,Toronto,Toronto,,InsurTech,Drive Capital,"Drive Capital, Highline Beta",Seed,2021-05-03,6300000,2021,2021 Q2
830,242,Fluence Technologies,Toronto,Toronto,,FinTech,Banneker Partners,Banneker Partners,Series A,2021-05-04,10000000,2021,2021 Q2
831,629,Thentia,Toronto,Toronto,,GovTech,Spring Mountain Capital,"BDC Capital, Spring Mountain Capital",Series B,2021-05-04,12280000,2021,2021 Q2
832,653,Troop,Toronto,Toronto,,Platform,,,Pre-Seed,2021-05-05,300000,2021,2021 Q2
833,452,Optable,Montreal,Quebec,Montreal,SaaS,Brightspark Ventures,"Alex Blum, Brightspark Ventures, David Hahn, David Yaffe, Jim Payne",Seed,2021-05-05,4420800,2021,2021 Q2
834,512,Railz,Toronto,Toronto,,FinTech,Nyca Partners,"Entrée Capital, Global Founders Capital, Hack VC, N49P, Nyca Partners, Plug and Play Tech Center, Susa Ventures, Vestigo Ventures",Series A,2021-05-06,14736000,2021,2021 Q2
835,301,Industrial Plankton,British Columbia,British Columbia,,BioTech,Innovate BC,Innovate BC,Grant,2021-05-06,30700,2021,2021 Q2
836,632,ThisFish,British Columbia,British Columbia,,SaaS,Innovate BC,Innovate BC,Grant,2021-05-06,184200,2021,2021 Q2
837,471,PayShepherd,Calgary,Alberta,Calgary,FinTech,"Accelerate Fund, James Lochrie","Accelerate Fund, Gordon Cameron, James Lochrie, Neil Danroth, Pam Danroth, Stagecoach Partners, Strategic Equities Group, Tribune Capital",Pre-Seed,2021-05-06,700000,2021,2021 Q2
838,11,Ada,Toronto,Toronto,,AI,Spark Capital,"Accel, Bessemer Venture Partners, Burst Capital, FirstMark, Spark Capital, Tiger Global Management, Version One Ventures",Series C,2021-05-07,130000000,2021,2021 Q2
839,255,FrontFundr,Vancouver,British Columbia,,CrowdFunding,,"Yavar Mirza, Zaeem Shaukat Mirza",Equity Crowdfunding,2021-05-10,1785083,2021,2021 Q2
840,600,Stoko design,Vancouver,British Columbia,,FitnessTech,John Currie,"Darrell Kopke, Greg Malpass, John Currie, Norm Francis, Paul Geyer",Seed,2021-05-10,6000000,2021,2021 Q2
841,364,loopt,Toronto,Toronto,,RetailTech,Columbus Capital,"Columbus Capital, Gemini Waghmare, Jay Deen, Jeff B. Smith, Kirsten Chapman",Seed,2021-05-11,1700000,2021,2021 Q2
842,589,Sports IQ Analytics,Vancouver,British Columbia,,AI,Harlo Equity Partners,"Harlo Equity Partners, Lalotte Ventures, Velo Partners",Seed,2021-05-12,0,2021,2021 Q2
