id,dealId,companyId,companyName,headquarters,investorId,investorName,leadInvestorFlag,ecosystemName,ecosystemSecondary,date,year,yearQuarter,roundType,investorCountry
1146,831,629,Thentia,Toronto,104,BDC Capital,0,Toronto,,2021-05-04,2021,2021 Q2,Series B,Canada
1147,831,629,Thentia,Toronto,741,Spring Mountain Capital,1,Toronto,,2021-05-04,2021,2021 Q2,Series B,USA
1148,833,452,Optable,Montreal,42,Alex Blum,0,Quebec,Montreal,2021-05-05,2021,2021 Q2,Seed,USA
1149,833,452,Optable,Montreal,138,Brightspark Ventures,1,Quebec,Montreal,2021-05-05,2021,2021 Q2,Seed,Canada
1150,833,452,Optable,Montreal,223,David Hahn,0,Quebec,Montreal,2021-05-05,2021,2021 Q2,Seed,USA
1151,833,452,Optable,Montreal,224,David Yaffe,0,Quebec,Montreal,2021-05-05,2021,2021 Q2,Seed,USA
1152,833,452,Optable,Montreal,457,Jim Payne,0,Quebec,Montreal,2021-05-05,2021,2021 Q2,Seed,USA
1153,834,512,Railz,Toronto,272,Entrée Capital,0,Toronto,,2021-05-06,2021,2021 Q2,Series A,United Kingdom
1154,834,512,Railz,Toronto,351,Global Founders Capital,0,Toronto,,2021-05-06,2021,2021 Q2,Series A,Germany
1155,834,512,Railz,Toronto,383,Hack VC,0,Toronto,,2021-05-06,2021,2021 Q2,Series A,USA
1156,834,512,Railz,Toronto,572,N49P,0,Toronto,,2021-05-06,2021,2021 Q2,Series A,Canada
1157,834,512,Railz,Toronto,608,Nyca Partners,1,Toronto,,2021-05-06,2021,2021 Q2,Series A,USA
1158,834,512,Railz,Toronto,642,Plug and Play Tech Center,0,Toronto,,2021-05-06,2021,2021 Q2,Series A,USA
1159,834,512,Railz,Toronto,764,Susa Ventures,0,Toronto,,2021-05-06,2021,2021 Q2,Series A,USA
1160,834,512,Railz,Toronto,844,Vestigo Ventures,0,Toronto,,2021-05-06,2021,2021 Q2,Series A,USA
1161,835,301,Industrial Plankton,British Columbia,427,Innovate BC,1,British Columbia,,2021-05-06,2021,2021 Q2,Grant,Canada
1162,836,632,ThisFish,British Columbia,427,Innovate BC,1,British Columbia,,2021-05-06,2021,2021 Q2,Grant,Canada
1163,837,471,PayShepherd,Calgary,18,Accelerate Fund,1,Alberta,Calgary,2021-05-06,2021,2021 Q2,Pre-Seed,Canada
1164,837,471,PayShepherd,Calgary,361,Gordon Cameron,0,Alberta,Calgary,2021-05-06,2021,2021 Q2,Pre-Seed,Canada
1165,837,471,PayShepherd,Calgary,446,James Lochrie,1,Alberta,Calgary,2021-05-06,2021,2021 Q2,Pre-Seed,Canada
1166,837,471,PayShepherd,Calgary,582,Neil Danroth,0,Alberta,Calgary,2021-05-06,2021,2021 Q2,Pre-Seed,
1167,837,471,PayShepherd,Calgary,627,Pam Danroth,0,Alberta,Calgary,2021-05-06,2021,2021 Q2,Pre-Seed,
1168,837,471,PayShepherd,Calgary,744,Stagecoach Partners,0,Alberta,Calgary,2021-05-06,2021,2021 Q2,Pre-Seed,USA
1169,837,471,PayShepherd,Calgary,757,Strategic Equities Group,0,Alberta,Calgary,2021-05-06,2021,2021 Q2,Pre-Seed,Canada
1170,837,471,PayShepherd,Calgary,810,Tribune Capital,0,Alberta,Calgary,2021-05-06,2021,2021 Q2,Pre-Seed,Canada
1171,838,11,Ada,Toronto,17,Accel,0,Toronto,,2021-05-07,2021,2021 Q2,Series C,USA
1172,838,11,Ada,Toronto,108,Bessemer Venture Partners,0,Toronto,,2021-05-07,2021,2021 Q2,Series C,USA
1173,838,11,Ada,Toronto,144,Burst Capital,0,Toronto,,2021-05-07,2021,2021 Q2,Series C,USA
1174,838,11,Ada,Toronto,310,FirstMark,0,Toronto,,2021-05-07,2021,2021 Q2,Series C,USA
1175,838,11,Ada,Toronto,738,Spark Capital,1,Toronto,,2021-05-07,2021,2021 Q2,Series C,USA
1176,838,11,Ada,Toronto,800,Tiger Global Management,0,Toronto,,2021-05-07,2021,2021 Q2,Series C,USA
1177,838,11,Ada,Toronto,841,Version One Ventures,0,Toronto,,2021-05-07,2021,2021 Q2,Series C,Canada
1178,839,255,FrontFundr,Vancouver,874,Yavar Mirza,0,British Columbia,,2021-05-10,2021,2021 Q2,Equity Crowdfunding,
1179,839,255,FrontFundr,Vancouver,876,Zaeem Shaukat Mirza,0,British Columbia,,2021-05-10,2021,2021 Q2,Equity Crowdfunding,Canada
1180,840,600,Stoko design,Vancouver,220,Darrell Kopke,0,British Columbia,,2021-05-10,2021,2021 Q2,Seed,Canada
1181,840,600,Stoko design,Vancouver,374,Greg Malpass,0,British Columbia,,2021-05-10,2021,2021 Q2,Seed,Canada
1182,840,600,Stoko design,Vancouver,460,John Currie,1,British Columbia,,2021-05-10,2021,2021 Q2,Seed,Canada
1183,840,600,Stoko design,Vancouver,599,Norm Francis,0,British Columbia,,2021-05-10,2021,2021 Q2,Seed,Canada
1184,840,600,Stoko design,Vancouver,634,Paul Geyer,0,British Columbia,,2021-05-10,2021,2021 Q2,Seed,Canada
1185,841,364,loopt,Toronto,193,Columbus Capital,1,Toronto,,2021-05-11,2021,2021 Q2,Seed,Bahamas
1186,841,364,loopt,Toronto,339,Gemini Waghmare,0,Toronto,,2021-05-11,2021,2021 Q2,Seed,Canada
1187,841,364,loopt,Toronto,451,Jay Deen,0,Toronto,,2021-05-11,2021,2021 Q2,Seed,Canada
1188,841,364,loopt,Toronto,454,Jeff B. Smith,0,Toronto,,2021-05-11,2021,2021 Q2,Seed,Canada
1189,841,364,loopt,Toronto,486,Kirsten Chapman,0,Toronto,,2021-05-11,2021,2021 Q2,Seed,Canada
1190,842,589,Sports IQ Analytics,Vancouver,387,Harlo Equity Partners,1,British Columbia,,2021-05-12,2021,2021 Q2,Seed,Canada
1191,842,589,Sports IQ Analytics,Vancouver,495,Lalotte Ventures,0,British Columbia,,2021-05-12,2021,2021 Q2,Seed,Canada
1192,842,589,Sports IQ Analytics,Vancouver,838,Velo Partners,0,British Columbia,,2021-05-12,2021,2021 Q2,Seed,United Kingdom
1193,843,19,Agnostiq,Toronto,126,Boost VC,0,Toronto,,2021-05-13,2021,2021 Q2,Seed,USA
1194,843,19,Agnostiq,Toronto,241,Differential Ventures,1,Toronto,,2021-05-13,2021,2021 Q2,Seed,USA
1195,843,19,Agnostiq,Toronto,370,Green Egg Ventures,0,Toronto,,2021-05-13,2021,2021 Q2,Seed,USA
1196,843,19,Agnostiq,Toronto,711,Scout Ventures,0,Toronto,,2021-05-13,2021,2021 Q2,Seed,USA
1197,843,19,Agnostiq,Toronto,782,Tensility Venture Partners,0,Toronto,,2021-05-13,2021,2021 Q2,Seed,USA
1198,844,517,Relay Platform,Toronto,57,Amaranthine,0,Toronto,,2021-05-13,2021,2021 Q2,Series A,USA
1199,844,517,Relay Platform,Toronto,94,Bain Capital Ventures,1,Toronto,,2021-05-13,2021,2021 Q2,Series A,USA
1200,844,517,Relay Platform,Toronto,109,Better Tomorrow Ventures,0,Toronto,,2021-05-13,2021,2021 Q2,Series A,USA
1201,844,517,Relay Platform,Toronto,337,Garage Capital,0,Toronto,,2021-05-13,2021,2021 Q2,Series A,Canada
1202,844,517,Relay Platform,Toronto,628,Panache Ventures,0,Toronto,,2021-05-13,2021,2021 Q2,Series A,Canada
1203,844,517,Relay Platform,Toronto,809,Tribe Capital,0,Toronto,,2021-05-13,2021,2021 Q2,Series A,USA
1204,845,678,Verdi,Vancouver,39,Alchemist Accelerator,0,British Columbia,,2021-05-13,2021,2021 Q2,Pre-Seed,USA
1206,848,408,Nanology Labs,Toronto,295,FACIT,1,Toronto,,2021-05-17,2021,2021 Q2,Seed,Canada
1207,848,408,Nanology Labs,Toronto,539,MEDTEQ+,0,Toronto,,2021-05-17,2021,2021 Q2,Seed,Canada
1208,848,408,Nanology Labs,Toronto,615,Ontario Brain Institute,0,Toronto,,2021-05-17,2021,2021 Q2,Seed,Canada
1209,848,408,Nanology Labs,Toronto,616,Ontario Centre of Innovation,0,Toronto,,2021-05-17,2021,2021 Q2,Seed,Canada
1210,849,716,Zapper,Montreal,189,Coinbase Ventures,0,Quebec,Montreal,2021-05-17,2021,2021 Q2,Series A,USA
1211,849,716,Zapper,Montreal,190,CoinFund,0,Quebec,Montreal,2021-05-17,2021,2021 Q2,Series A,USA
1212,849,716,Zapper,Montreal,202,Cooley,0,Quebec,Montreal,2021-05-17,2021,2021 Q2,Series A,USA
1213,849,716,Zapper,Montreal,232,Defiance Capital,0,Quebec,Montreal,2021-05-17,2021,2021 Q2,Series A,Singapore
1214,849,716,Zapper,Montreal,246,Distributed Global,0,Quebec,Montreal,2021-05-17,2021,2021 Q2,Series A,USA
1215,849,716,Zapper,Montreal,324,Framework Ventures,1,Quebec,Montreal,2021-05-17,2021,2021 Q2,Series A,USA
1216,849,716,Zapper,Montreal,471,Kain Warwick,0,Quebec,Montreal,2021-05-17,2021,2021 Q2,Series A,Australia
1217,849,716,Zapper,Montreal,504,Libertus Capital,0,Quebec,Montreal,2021-05-17,2021,2021 Q2,Series A,United Kingdom
1218,849,716,Zapper,Montreal,907,LongHash Ventures,0,Quebec,Montreal,2021-05-17,2021,2021 Q2,Series A,Singapore
1219,849,716,Zapper,Montreal,535,Maven 11 Capital,0,Quebec,Montreal,2021-05-17,2021,2021 Q2,Series A,The Netherlands
1220,849,716,Zapper,Montreal,547,Michael Dunworth,0,Quebec,Montreal,2021-05-17,2021,2021 Q2,Series A,USA
1221,849,716,Zapper,Montreal,574,Nascent Digital,0,Quebec,Montreal,2021-05-17,2021,2021 Q2,Series A,Canada
1222,849,716,Zapper,Montreal,630,ParaFi Capital,0,Quebec,Montreal,2021-05-17,2021,2021 Q2,Series A,USA
1223,849,716,Zapper,Montreal,709,Scalar Capital,0,Quebec,Montreal,2021-05-17,2021,2021 Q2,Series A,USA
1224,849,716,Zapper,Montreal,724,Sino Global Capital,0,Quebec,Montreal,2021-05-17,2021,2021 Q2,Series A,China
1225,849,716,Zapper,Montreal,735,Sound Ventures,0,Quebec,Montreal,2021-05-17,2021,2021 Q2,Series A,USA
1226,849,716,Zapper,Montreal,748,Stani Kulechov,0,Quebec,Montreal,2021-05-17,2021,2021 Q2,Series A,Italy
1227,849,716,Zapper,Montreal,789,The LAO,0,Quebec,Montreal,2021-05-17,2021,2021 Q2,Series A,Germany
1228,849,716,Zapper,Montreal,791,The Spartan Group,0,Quebec,Montreal,2021-05-17,2021,2021 Q2,Series A,Singapore
1229,850,105,BuyProperly,Toronto,299,Fastbreak Ventures,0,Toronto,,2021-05-18,2021,2021 Q2,Seed,Canada
1230,850,105,BuyProperly,Toronto,606,Nurture Ventures,1,Toronto,,2021-05-18,2021,2021 Q2,Seed,USA
1231,851,361,LivNao Technologies,Vancouver,393,Heal Capital,1,British Columbia,,2021-05-18,2021,2021 Q2,Seed,Germany
1232,851,361,LivNao Technologies,Vancouver,864,What If Ventures,0,British Columbia,,2021-05-18,2021,2021 Q2,Seed,USA
1233,852,454,Orennia,Calgary,353,Global Reserve Group,0,Alberta,Calgary,2021-05-18,2021,2021 Q2,Series A,USA
1234,852,454,Orennia,Calgary,591,NGP Energy Technology Partners,0,Alberta,Calgary,2021-05-18,2021,2021 Q2,Series A,USA
1235,852,454,Orennia,Calgary,658,Quantum Energy Partners,0,Alberta,Calgary,2021-05-18,2021,2021 Q2,Series A,USA
1236,852,454,Orennia,Calgary,758,Stronghold Resource Partners,0,Alberta,Calgary,2021-05-18,2021,2021 Q2,Series A,USA
1237,853,703,Wingocard,Montreal,171,Cherif Habib,0,Quebec,Montreal,2021-05-19,2021,2021 Q2,Seed,Canada
1238,853,703,Wingocard,Montreal,240,Diagram Ventures,1,Quebec,Montreal,2021-05-19,2021,2021 Q2,Seed,Canada
1239,853,703,Wingocard,Montreal,325,Francois Arbour,0,Quebec,Montreal,2021-05-19,2021,2021 Q2,Seed,
1240,853,703,Wingocard,Montreal,628,Panache Ventures,1,Quebec,Montreal,2021-05-19,2021,2021 Q2,Seed,Canada
1241,855,451,OpenUnit,Toronto,30,Advisors.fund,0,Toronto,,2021-05-20,2021,2021 Q2,Seed,USA
1242,855,451,OpenUnit,Toronto,337,Garage Capital,0,Toronto,,2021-05-20,2021,2021 Q2,Seed,Canada
1243,855,451,OpenUnit,Toronto,434,InSite,0,Toronto,,2021-05-20,2021,2021 Q2,Seed,USA
1244,855,451,OpenUnit,Toronto,463,Jonathan Wasserstrum,0,Toronto,,2021-05-20,2021,2021 Q2,Seed,North America
1245,856,622,Tenstorrent,Toronto,259,Eclipse Ventures,0,Toronto,,2021-05-20,2021,2021 Q2,Series C,USA
1246,856,622,Tenstorrent,Toronto,276,Epic CG,0,Toronto,,2021-05-20,2021,2021 Q2,Series C,Canada
1248,856,622,Tenstorrent,Toronto,566,Moore Capital,0,Toronto,,2021-05-20,2021,2021 Q2,Series C,USA
1249,856,622,Tenstorrent,Toronto,671,Real Ventures,0,Toronto,,2021-05-20,2021,2021 Q2,Series C,Canada
1250,857,184,Dooly,Vancouver,29,Addition,0,British Columbia,,2021-05-20,2021,2021 Q2,Series B,USA
1251,857,184,Dooly,Vancouver,124,Boldstart Ventures,0,British Columbia,,2021-05-20,2021,2021 Q2,Series B,USA
1252,857,184,Dooly,Vancouver,127,BoxGroup,0,British Columbia,,2021-05-20,2021,2021 Q2,Series B,USA
1253,857,184,Dooly,Vancouver,373,Greenspring Associates,0,British Columbia,,2021-05-20,2021,2021 Q2,Series B,USA
1254,857,184,Dooly,Vancouver,494,Lachy Groom,0,British Columbia,,2021-05-20,2021,2021 Q2,Series B,USA
1255,857,184,Dooly,Vancouver,738,Spark Capital,1,British Columbia,,2021-05-20,2021,2021 Q2,Series B,USA
1256,857,184,Dooly,Vancouver,800,Tiger Global Management,0,British Columbia,,2021-05-20,2021,2021 Q2,Series B,USA
1257,858,318,Kaloom,Montreal,53,Alternative Capital Group,1,Quebec,Montreal,2021-05-20,2021,2021 Q2,Series A,Canada
1258,859,5,Aboard,Toronto,93,Badhouse Ventures,0,Toronto,,2021-05-21,2021,2021 Q2,Pre-Seed,Canada
1259,860,263,Giiant Pharma,Montreal,62,Amorchem,0,Quebec,Montreal,2021-05-21,2021,2021 Q2,Seed,Canada
1260,860,263,Giiant Pharma,Montreal,64,Amplitude Venture Capital,1,Quebec,Montreal,2021-05-21,2021,2021 Q2,Seed,Canada
1261,860,263,Giiant Pharma,Montreal,70,Anges Quebec,0,Quebec,Montreal,2021-05-21,2021,2021 Q2,Seed,Canada
1262,860,263,Giiant Pharma,Montreal,75,AQC Capital,0,Quebec,Montreal,2021-05-21,2021,2021 Q2,Seed,Canada
1263,860,263,Giiant Pharma,Montreal,205,CQDM,0,Quebec,Montreal,2021-05-21,2021,2021 Q2,Seed,Canada
1264,860,263,Giiant Pharma,Montreal,314,Fonds de solidarité FTQ,0,Quebec,Montreal,2021-05-21,2021,2021 Q2,Seed,Canada
1265,860,263,Giiant Pharma,Montreal,344,Genesys Capital,1,Quebec,Montreal,2021-05-21,2021,2021 Q2,Seed,Canada
1266,860,263,Giiant Pharma,Montreal,792,Theodorus III,0,Quebec,Montreal,2021-05-21,2021,2021 Q2,Seed,Belgium
1267,861,227,Feedback Solutions,Toronto,316,Food Foundry,1,Toronto,,2021-05-24,2021,2021 Q2,Pre-Seed,USA
1268,862,711,Xanadu,Toronto,104,BDC Capital,0,Toronto,,2021-05-25,2021,2021 Q2,Series B,Canada
1269,862,711,Xanadu,Toronto,108,Bessemer Venture Partners,1,Toronto,,2021-05-25,2021,2021 Q2,Series B,USA
1270,862,711,Xanadu,Toronto,159,Capricorn Investment Group,0,Toronto,,2021-05-25,2021,2021 Q2,Series B,USA
1271,862,711,Xanadu,Toronto,346,Georgian,0,Toronto,,2021-05-25,2021,2021 Q2,Series B,Canada
1272,862,711,Xanadu,Toronto,420,In-Q-Tel,0,Toronto,,2021-05-25,2021,2021 Q2,Series B,USA
1273,862,711,Xanadu,Toronto,614,OMERS Ventures,0,Toronto,,2021-05-25,2021,2021 Q2,Series B,Canada
1274,862,711,Xanadu,Toronto,800,Tiger Global Management,0,Toronto,,2021-05-25,2021,2021 Q2,Series B,USA
1275,862,711,Xanadu,Toronto,802,Tim Draper,0,Toronto,,2021-05-25,2021,2021 Q2,Series B,USA
1276,863,427,Novisto,Montreal,240,Diagram Ventures,0,Quebec,Montreal,2021-05-25,2021,2021 Q2,Series A,Canada
1277,863,427,Novisto,Montreal,866,White Star Capital,1,Quebec,Montreal,2021-05-25,2021,2021 Q2,Series A,USA
1278,864,350,Ledn,Toronto,36,Alan Howard,0,Toronto,,2021-05-26,2021,2021 Q2,Series A,
1279,864,350,Ledn,Toronto,45,Alexis Ohanian,0,Toronto,,2021-05-26,2021,2021 Q2,Series A,USA
1280,864,350,Ledn,Toronto,185,CMT Digital Ventures,0,Toronto,,2021-05-26,2021,2021 Q2,Series A,USA
1281,864,350,Ledn,Toronto,189,Coinbase Ventures,0,Toronto,,2021-05-26,2021,2021 Q2,Series A,USA
1282,864,350,Ledn,Toronto,351,Global Founders Capital,0,Toronto,,2021-05-26,2021,2021 Q2,Series A,Germany
1283,864,350,Ledn,Toronto,391,Hashed,0,Toronto,,2021-05-26,2021,2021 Q2,Series A,South Korea
1284,864,350,Ledn,Toronto,461,John Pfeffer,0,Toronto,,2021-05-26,2021,2021 Q2,Series A,
1285,864,350,Ledn,Toronto,485,Kingsway Capital,1,Toronto,,2021-05-26,2021,2021 Q2,Series A,United Kingdom
1286,864,350,Ledn,Toronto,630,ParaFi Capital,0,Toronto,,2021-05-26,2021,2021 Q2,Series A,USA
1287,864,350,Ledn,Toronto,765,Susquehanna Growth Equity,0,Toronto,,2021-05-26,2021,2021 Q2,Series A,USA
1288,864,350,Ledn,Toronto,834,Valor Capital Group,0,Toronto,,2021-05-26,2021,2021 Q2,Series A,USA
1289,864,350,Ledn,Toronto,866,White Star Capital,0,Toronto,,2021-05-26,2021,2021 Q2,Series A,USA
1290,865,469,PartnerStack,Toronto,5,3L Capital,1,Toronto,,2021-05-26,2021,2021 Q2,Series B,USA
1291,865,469,PartnerStack,Toronto,385,HarbourVest Partners,0,Toronto,,2021-05-26,2021,2021 Q2,Series B,USA
1292,865,469,PartnerStack,Toronto,691,RRE Ventures,0,Toronto,,2021-05-26,2021,2021 Q2,Series B,USA
1293,865,469,PartnerStack,Toronto,867,Whitecap Venture Partners,0,Toronto,,2021-05-26,2021,2021 Q2,Series B,Canada
1294,866,194,Ecooation,British Columbia,766,Sustainable Development Technology Canada,1,British Columbia,,2021-05-27,2021,2021 Q2,Grant,Canada
1295,867,623,Terramera,British Columbia,766,Sustainable Development Technology Canada,1,British Columbia,,2021-05-27,2021,2021 Q2,Grant,Canada
1296,868,529,Rocket Doctor,Toronto,270,Emergent Medical Associates,1,Toronto,,2021-05-28,2021,2021 Q2,Seed,USA
1297,868,529,Rocket Doctor,Toronto,294,f7 Ventures,1,Toronto,,2021-05-28,2021,2021 Q2,Seed,USA
1298,869,178,Defined,Vancouver,95,Balaji Srinivasan,0,British Columbia,,2021-05-28,2021,2021 Q2,Seed,USA
1299,869,178,Defined,Vancouver,157,Capital6 Eagle,0,British Columbia,,2021-05-28,2021,2021 Q2,Seed,USA
1300,869,178,Defined,Vancouver,195,Compound,0,British Columbia,,2021-05-28,2021,2021 Q2,Seed,USA
1301,869,178,Defined,Vancouver,423,Inflection Ventures,0,British Columbia,,2021-05-28,2021,2021 Q2,Seed,Singapore
1302,869,178,Defined,Vancouver,472,Kamunting Street Capital,0,British Columbia,,2021-05-28,2021,2021 Q2,Seed,USA
1303,869,178,Defined,Vancouver,528,Mark Cuban,0,British Columbia,,2021-05-28,2021,2021 Q2,Seed,USA
1304,869,178,Defined,Vancouver,648,Portico Ventures,0,British Columbia,,2021-05-28,2021,2021 Q2,Seed,USA
1305,869,178,Defined,Vancouver,667,Rasool Rayani,0,British Columbia,,2021-05-28,2021,2021 Q2,Seed,Canada
1306,869,178,Defined,Vancouver,908,Tiny Capital,0,British Columbia,,2021-05-28,2021,2021 Q2,Seed,Canada
1307,869,178,Defined,Vancouver,841,Version One Ventures,1,British Columbia,,2021-05-28,2021,2021 Q2,Seed,Canada
1308,871,707,WOMBO,Toronto,6,468 Capital,0,Toronto,,2021-06-01,2021,2021 Q2,Seed,Germany
1309,871,707,WOMBO,Toronto,141,Buckley Ventures,0,Toronto,,2021-06-01,2021,2021 Q2,Seed,USA
1310,871,707,WOMBO,Toronto,335,Gabriel Leydon,0,Toronto,,2021-06-01,2021,2021 Q2,Seed,USA
1311,871,707,WOMBO,Toronto,351,Global Founders Capital,1,Toronto,,2021-06-01,2021,2021 Q2,Seed,Germany
1312,871,707,WOMBO,Toronto,497,LaunchHouse,0,Toronto,,2021-06-01,2021,2021 Q2,Seed,USA
1313,871,707,WOMBO,Toronto,571,MPGI,0,Toronto,,2021-06-01,2021,2021 Q2,Seed,United Kingdom
1314,871,707,WOMBO,Toronto,729,Sofreh Capital,1,Toronto,,2021-06-01,2021,2021 Q2,Seed,USA
1315,871,707,WOMBO,Toronto,735,Sound Ventures,0,Toronto,,2021-06-01,2021,2021 Q2,Seed,USA
1316,872,136,Clir Renewables,Vancouver,25,Active Impact Investments,0,British Columbia,,2021-06-01,2021,2021 Q2,Series B,Canada
1317,872,136,Clir Renewables,Vancouver,77,ArcTern Ventures,1,British Columbia,,2021-06-01,2021,2021 Q2,Series B,Canada
1318,872,136,Clir Renewables,Vancouver,104,BDC Capital,0,British Columbia,,2021-06-01,2021,2021 Q2,Series B,Canada
1319,872,136,Clir Renewables,Vancouver,151,Canada Pension Plan Investment Board,0,British Columbia,,2021-06-01,2021,2021 Q2,Series B,Canada
1320,872,136,Clir Renewables,Vancouver,509,Longbow Capital,1,British Columbia,,2021-06-01,2021,2021 Q2,Series B,Canada
1321,872,136,Clir Renewables,Vancouver,804,Tokio Marine,0,British Columbia,,2021-06-01,2021,2021 Q2,Series B,USA
1322,876,14,AdeptMind,Toronto,12,A/O PropTech,0,Toronto,,2021-06-03,2021,2021 Q2,Series A,United Kingdom
1323,876,14,AdeptMind,Toronto,426,Innospark Ventures,1,Toronto,,2021-06-03,2021,2021 Q2,Series A,USA
1324,876,14,AdeptMind,Toronto,637,Pi Labs,0,Toronto,,2021-06-03,2021,2021 Q2,Series A,United Kingdom
1325,876,14,AdeptMind,Toronto,822,Ulta Beauty,0,Toronto,,2021-06-03,2021,2021 Q2,Series A,USA
1326,877,71,Bench,Vancouver,55,Altos Ventures,0,British Columbia,,2021-06-03,2021,2021 Q2,Series C,USA
1327,877,71,Bench,Vancouver,96,Bank of Montreal (BMO),0,British Columbia,,2021-06-03,2021,2021 Q2,Series C,Canada
1328,877,71,Bench,Vancouver,200,Contour Venture Partners,1,British Columbia,,2021-06-03,2021,2021 Q2,Series C,USA
1329,877,71,Bench,Vancouver,432,Inovia Capital,0,British Columbia,,2021-06-03,2021,2021 Q2,Series C,Canada
1330,877,71,Bench,Vancouver,702,Sage Group,0,British Columbia,,2021-06-03,2021,2021 Q2,Series C,United Kingdom
1331,877,71,Bench,Vancouver,720,Shopify,0,British Columbia,,2021-06-03,2021,2021 Q2,Series C,Canada
1332,878,723,Zetane Systems,Montreal,277,Epic Games,1,Quebec,Montreal,2021-06-03,2021,2021 Q2,Pre-Seed,USA
1333,879,308,Intelight,Toronto,89,Autonomous Vehicle Innovation Network (AVIN),1,Toronto,,2021-06-04,2021,2021 Q2,Grant,Canada
1334,880,308,Intelight,Toronto,89,Autonomous Vehicle Innovation Network (AVIN),1,Toronto,,2021-06-04,2021,2021 Q2,Seed,Canada
1335,881,655,Trulioo,Vancouver,61,American Express Ventures,0,British Columbia,,2021-06-07,2021,2021 Q2,Series D,USA
1336,881,655,Trulioo,Vancouver,120,Blue Cloud Ventures,0,British Columbia,,2021-06-07,2021,2021 Q2,Series D,USA
1337,881,655,Trulioo,Vancouver,122,Blumberg Capital,0,British Columbia,,2021-06-07,2021,2021 Q2,Series D,USA
1338,881,655,Trulioo,Vancouver,181,Citi Ventures,0,British Columbia,,2021-06-07,2021,2021 Q2,Series D,USA
1339,881,655,Trulioo,Vancouver,569,Mouro Capital,0,British Columbia,,2021-06-07,2021,2021 Q2,Series D,United Kingdom
1340,881,655,Trulioo,Vancouver,773,TCV,1,British Columbia,,2021-06-07,2021,2021 Q2,Series D,USA
1341,882,45,Artboard Studio,Toronto,1,212,1,Toronto,,2021-06-08,2021,2021 Q2,Seed,Turkey
1342,883,696,Waabi,Toronto,10,8VC,0,Toronto,,2021-06-08,2021,2021 Q2,Series A,USA
1343,883,696,Waabi,Toronto,87,Aurora,0,Toronto,,2021-06-08,2021,2021 Q2,Series A,USA
1344,883,696,Waabi,Toronto,104,BDC Capital,0,Toronto,,2021-06-08,2021,2021 Q2,Series A,Canada
1345,883,696,Waabi,Toronto,302,Fei-Fei Li,0,Toronto,,2021-06-08,2021,2021 Q2,Series A,USA
1346,883,696,Waabi,Toronto,345,Geoffrey Hinton,0,Toronto,,2021-06-08,2021,2021 Q2,Series A,Canada
1347,883,696,Waabi,Toronto,358,Golden Ventures,0,Toronto,,2021-06-08,2021,2021 Q2,Series A,Canada
1348,883,696,Waabi,Toronto,482,Khosla Ventures,1,Toronto,,2021-06-08,2021,2021 Q2,Series A,USA
1349,883,696,Waabi,Toronto,614,OMERS Ventures,0,Toronto,,2021-06-08,2021,2021 Q2,Series A,Canada
1350,883,696,Waabi,Toronto,909,Pieter Abbeel,0,Toronto,,2021-06-08,2021,2021 Q2,Series A,USA
1351,883,696,Waabi,Toronto,663,Radical Ventures,0,Toronto,,2021-06-08,2021,2021 Q2,Series A,Canada
1352,883,696,Waabi,Toronto,707,Sanja Fidler,0,Toronto,,2021-06-08,2021,2021 Q2,Series A,Canada
1353,883,696,Waabi,Toronto,820,Uber,0,Toronto,,2021-06-08,2021,2021 Q2,Series A,USA
1354,885,592,SSENSE,Montreal,714,Sequoia Capital China,1,Quebec,Montreal,2021-06-08,2021,2021 Q2,Series ?,China
1355,886,322,Kepler Communications,Toronto,150,Canaan Partners,0,Toronto,,2021-06-09,2021,2021 Q2,Series B,USA
1356,886,322,Kepler Communications,Toronto,204,Costanoa Ventures,0,Toronto,,2021-06-09,2021,2021 Q2,Series B,USA
1357,886,322,Kepler Communications,Toronto,411,IA Ventures,0,Toronto,,2021-06-09,2021,2021 Q2,Series B,USA
1358,886,322,Kepler Communications,Toronto,809,Tribe Capital,1,Toronto,,2021-06-09,2021,2021 Q2,Series B,USA
1359,887,86,Bold Therapeutics,British Columbia,577,National Research Council of Canada IRAP,0,British Columbia,,2021-06-09,2021,2021 Q2,Grant,Canada
1360,888,148,Commit,Vancouver,21,Accomplice,1,British Columbia,,2021-06-09,2021,2021 Q2,Seed,USA
1361,888,148,Commit,Vancouver,337,Garage Capital,0,British Columbia,,2021-06-09,2021,2021 Q2,Seed,Canada
1362,888,148,Commit,Vancouver,432,Inovia Capital,0,British Columbia,,2021-06-09,2021,2021 Q2,Seed,Canada
1363,888,148,Commit,Vancouver,476,Kensington Capital Partners Limited,0,British Columbia,,2021-06-09,2021,2021 Q2,Seed,Canada
1364,890,414,Nesto,Montreal,135,Breyer Capital,0,Quebec,Montreal,2021-06-10,2021,2021 Q2,Series B,USA
1365,890,414,Nesto,Montreal,240,Diagram Ventures,0,Quebec,Montreal,2021-06-10,2021,2021 Q2,Series B,Canada
1366,890,414,Nesto,Montreal,527,Marc Alloul,0,Quebec,Montreal,2021-06-10,2021,2021 Q2,Series B,Canada
1367,890,414,Nesto,Montreal,551,Michael Paulus,1,Quebec,Montreal,2021-06-10,2021,2021 Q2,Series B,USA
1368,890,414,Nesto,Montreal,552,Michael Rowell,1,Quebec,Montreal,2021-06-10,2021,2021 Q2,Series B,USA
